[37, 12, 45, 29, 19, 4, 51, 22, 31, 41, 19, 41, 15, 2, 46, 36, 22, 0, 32, 40, 29, 46, 19, 29, 6, 0, 32, 51, 24, 33, 48, 29, 29, 5, 45, 5, 4, 6, 0, 42, 43, 42, 20, 39, 44, 49, 15, 5, 52, 36, 15, 52, 52, 25, 55, 54, 47, 39, 4, 50, 22, 39, 43, 4, 53, 53, 8, 51, 51, 53, 54, 47, 54, 20, 17, 54, 50, 48, 20, 23, 33, 1, 49, 52, 54, 32, 53, 55, 27, 55, 44, 55, 44, 54, 55, 55, 52, 36, 25, 54, 24, 51, 55, 27, 0, 19, 55, 38, 50, 54, 15, 48, 10, 4, 3, 13, 29, 2, 34, 18, 1, 22, 8, 33, 4, 27, 40, 20, 38, 1, 16, 0, 4, 31, 11, 16, 22, 46, 4, 2, 19, 22, 17, 13, 27, 18, 4, 7, 5, 5, 23, 16, 28, 23, 28, 20, 52, 5, 28, 9, 2, 7, 6, 8, 16, 4, 32, 24, 7, 37, 41, 44, 9, 17, 55, 30, 31, 14, 53, 6, 8, 16, 25, 52, 38, 5, 6, 37, 9, 12, 49, 26, 53, 13, 40, 22, 9, 6, 1, 32, 50, 5, 28, 20, 33, 33, 35, 6, 43, 48, 43, 53, 7, 5, 44, 32, 10, 4, 35, 45, 26, 50, 51, 20, 45, 54, 31, 25, 0, 37, 26, 37, 21, 21, 30, 7, 48, 48, 7, 46, 12, 23, 30, 7, 49, 2, 34, 17, 5, 30, 2, 12, 14, 32, 7, 10, 21, 6, 10, 23, 12, 7, 32, 41, 6, 24, 38, 1, 2, 30, 40, 5, 6, 45, 21, 7, 44, 31, 36, 4, 52, 14, 0, 34, 20, 1, 14, 22, 9, 31, 20, 49, 35, 21, 37, 9, 3, 44, 5, 26, 34, 49, 12, 16, 31, 30, 28, 21, 35, 3, 17, 45, 23, 54, 18, 27, 11, 47, 0, 41, 35, 1, 50, 24, 18, 6, 3, 31, 32, 2, 14, 35, 14, 27, 33, 11, 42, 9, 16, 33, 42, 6, 29, 17, 35, 34, 4, 45, 33, 21, 25, 4, 27, 14, 17, 7, 15, 6, 23, 30, 51, 16, 0, 1, 5, 26, 10, 6, 17, 6, 7, 6, 23, 1, 10, 10, 4, 3, 28, 8, 18, 4, 5, 0, 2, 11, 6, 3, 29, 3, 34, 5, 1, 23, 20, 21, 6, 35, 8, 2, 40, 39, 11, 8, 3, 18, 7, 18, 3, 5, 5, 20, 18, 18, 19, 24, 21, 7, 21, 30, 7, 7, 19, 11, 13, 3, 4, 17, 19, 16, 22, 36, 36, 13, 4, 28, 28, 17, 13, 26, 12, 15, 5, 47, 25, 25, 37, 26, 27, 15, 48, 34, 24, 16, 26, 31, 55, 50, 11, 33, 49, 36, 13, 46, 19, 34, 35, 53, 36, 7, 21, 47, 37, 30, 7, 34]
3952
Iteration 1/100, Best C_max: 4642, Current Iteration Best: 4642, counter: 1, critical: True
Iteration 2/100, Best C_max: 4642, Current Iteration Best: 5308, counter: 2, critical: True
Iteration 3/100, Best C_max: 4642, Current Iteration Best: 4776, counter: 3, critical: True
Iteration 4/100, Best C_max: 4642, Current Iteration Best: 5289, counter: 4, critical: True
Iteration 5/100, Best C_max: 4642, Current Iteration Best: 4658, counter: 5, critical: True
Iteration 6/100, Best C_max: 4642, Current Iteration Best: 5197, counter: 6, critical: True
Iteration 7/100, Best C_max: 4639, Current Iteration Best: 4639, counter: 1, critical: True
Iteration 8/100, Best C_max: 4639, Current Iteration Best: 5294, counter: 2, critical: True
Iteration 9/100, Best C_max: 4639, Current Iteration Best: 4707, counter: 3, critical: True
Iteration 10/100, Best C_max: 4639, Current Iteration Best: 5213, counter: 4, critical: True
Iteration 11/100, Best C_max: 4639, Current Iteration Best: 4723, counter: 5, critical: True
Iteration 12/100, Best C_max: 4639, Current Iteration Best: 5286, counter: 6, critical: True
Iteration 13/100, Best C_max: 4639, Current Iteration Best: 4670, counter: 7, critical: True
Iteration 14/100, Best C_max: 4639, Current Iteration Best: 5273, counter: 8, critical: True
Iteration 15/100, Best C_max: 4639, Current Iteration Best: 4674, counter: 9, critical: True
Iteration 16/100, Best C_max: 4639, Current Iteration Best: 5266, counter: 10, critical: True
Iteration 17/100, Best C_max: 4637, Current Iteration Best: 4637, counter: 1, critical: True
Iteration 18/100, Best C_max: 4637, Current Iteration Best: 5298, counter: 2, critical: True
Iteration 19/100, Best C_max: 4637, Current Iteration Best: 4646, counter: 3, critical: True
Iteration 20/100, Best C_max: 4637, Current Iteration Best: 5289, counter: 4, critical: True
Iteration 21/100, Best C_max: 4637, Current Iteration Best: 4654, counter: 5, critical: True
Iteration 22/100, Best C_max: 4637, Current Iteration Best: 5232, counter: 6, critical: True
Iteration 23/100, Best C_max: 4637, Current Iteration Best: 4669, counter: 7, critical: True
Iteration 24/100, Best C_max: 4637, Current Iteration Best: 5270, counter: 8, critical: True
Iteration 25/100, Best C_max: 4637, Current Iteration Best: 4637, counter: 9, critical: True
Iteration 26/100, Best C_max: 4637, Current Iteration Best: 5287, counter: 10, critical: True
Iteration 27/100, Best C_max: 4637, Current Iteration Best: 4694, counter: 1, critical: False
Iteration 28/100, Best C_max: 4379, Current Iteration Best: 4379, counter: 1, critical: False
Iteration 29/100, Best C_max: 4379, Current Iteration Best: 4383, counter: 2, critical: False
Iteration 30/100, Best C_max: 4379, Current Iteration Best: 4534, counter: 3, critical: False
Iteration 31/100, Best C_max: 4379, Current Iteration Best: 4552, counter: 4, critical: False
Iteration 32/100, Best C_max: 4379, Current Iteration Best: 4492, counter: 5, critical: False
Iteration 33/100, Best C_max: 4379, Current Iteration Best: 4467, counter: 6, critical: False
Iteration 34/100, Best C_max: 4105, Current Iteration Best: 4105, counter: 1, critical: False
Iteration 35/100, Best C_max: 4105, Current Iteration Best: 4220, counter: 2, critical: False
