[19, 3, 28, 11, 9, 8, 9, 5, 13, 21, 25, 24, 2, 24, 21, 27, 6, 14, 14, 3, 16, 16, 26, 7, 17, 22, 11, 0, 15, 1, 2, 24, 4, 10, 0, 26, 29, 4, 14, 15, 20, 28, 15, 8, 5, 6, 22, 7, 10, 1, 20, 2, 28, 18, 25, 22, 12, 9, 12, 17, 18, 4, 7, 23, 11, 17, 9, 22, 2, 5, 28, 10, 3, 8, 20, 6, 29, 5, 4, 24, 21, 27, 13, 18, 25, 1, 26, 14, 12, 16, 6, 23, 8, 11, 22, 20, 13, 10, 3, 18, 27, 1, 25, 15, 5, 19, 21, 0, 24, 2, 29, 20, 26, 7, 17, 14, 12, 28, 9, 24, 26, 14, 2, 21, 10, 8, 14, 27, 4, 20, 6, 23, 13, 11, 19, 18, 12, 24, 16, 29, 15, 0, 4, 25, 22, 20, 28, 26, 3, 15, 17, 13, 16, 11, 20, 12, 14, 23, 6, 7, 4, 8, 22, 28, 24, 1, 19, 16, 5, 29, 25, 1, 3, 0, 10, 18, 21, 9, 2, 27, 6, 0, 15, 21, 5, 19, 17, 28, 26, 13, 8, 22, 10, 20, 9, 19, 14, 2, 3, 27, 29, 7, 1, 11, 23, 25, 16, 24, 12, 4, 11, 9, 10, 15, 1, 1, 0, 29, 21, 6, 8, 25, 13, 12, 24, 5, 27, 4, 19, 26, 23, 7, 28, 17, 23, 18, 20, 3, 17, 16, 21, 4, 20, 28, 18, 27, 16, 23, 0, 12, 10, 1, 14, 7, 7, 6, 11, 22, 9, 19, 18, 21, 13, 25, 5, 0, 3, 29, 2, 28, 13, 12, 19, 20, 1, 10, 6, 22, 3, 8, 4, 28, 16, 23, 17, 25, 27, 24, 9, 14, 11, 5, 2, 15, 0, 29, 18, 26, 7, 23, 3, 28, 23, 11, 6, 7, 27, 5, 18, 10, 25, 15, 12, 4, 1, 14, 21, 24, 2, 9, 17, 8, 22, 19, 0, 20, 29, 26, 13, 16, 2, 19, 0, 13, 19, 8, 7, 27, 14, 18, 1, 9, 6, 24, 10, 26, 3, 25, 5, 4, 15, 17, 13, 20, 16, 29, 12, 21, 28, 22, 15, 10, 21, 6, 22, 27, 9, 12, 29, 23, 15, 0, 16, 25, 26, 20, 19, 13, 11, 18, 26, 1, 27, 2, 17, 3, 8, 8, 5, 4, 27, 29, 16, 26, 3, 6, 4, 23, 8, 7, 14, 24, 17, 13, 5, 11, 28, 12, 21, 7, 10, 1, 18, 0, 19, 9, 22, 15, 25, 15, 9, 0, 19, 26, 6, 25, 29, 11, 3, 12, 7, 27, 2, 23, 2, 16, 10, 18, 5, 14, 13, 17, 8, 17, 11, 21, 24, 22, 23, 29]
2381
Iteration 1/10000, Best C_max: 2584, Current Iteration Best: 2734, counter: 2, critical: True
Iteration 49/10000, Best C_max: 2482, Current Iteration Best: 3043, counter: 10, critical: False
Iteration 50/10000, Best C_max: 2482, Current Iteration Best: 2644, counter: 1, critical: True
Iteration 51/10000, Best C_max: 2482, Current Iteration Best: 3095, counter: 2, critical: True
Iteration 52/10000, Best C_max: 2482, Current Iteration Best: 2807, counter: 3, critical: True
Iteration 53/10000, Best C_max: 2482, Current Iteration Best: 2952, counter: 4, critical: True
Iteration 54/10000, Best C_max: 2482, Current Iteration Best: 2769, counter: 5, critical: True
Iteration 55/10000, Best C_max: 2482, Current Iteration Best: 3035, counter: 6, critical: True
Iteration 56/10000, Best C_max: 2482, Current Iteration Best: 2672, counter: 7, critical: True
Iteration 57/10000, Best C_max: 2482, Current Iteration Best: 3081, counter: 8, critical: True
Iteration 58/10000, Best C_max: 2482, Current Iteration Best: 2891, counter: 9, critical: True
Iteration 59/10000, Best C_max: 2482, Current Iteration Best: 3018, counter: 10, critical: True
Iteration 60/10000, Best C_max: 2482, Current Iteration Best: 2808, counter: 1, critical: False
Iteration 61/10000, Best C_max: 2482, Current Iteration Best: 3279, counter: 2, critical: False
Iteration 62/10000, Best C_max: 2482, Current Iteration Best: 3376, counter: 3, critical: False
Iteration 63/10000, Best C_max: 2482, Current Iteration Best: 3417, counter: 4, critical: False
Iteration 64/10000, Best C_max: 2482, Current Iteration Best: 2899, counter: 5, critical: False
Iteration 65/10000, Best C_max: 2482, Current Iteration Best: 2899, counter: 6, critical: False
Iteration 66/10000, Best C_max: 2482, Current Iteration Best: 3209, counter: 7, critical: False
Iteration 67/10000, Best C_max: 2482, Current Iteration Best: 3077, counter: 8, critical: False
Iteration 68/10000, Best C_max: 2482, Current Iteration Best: 2734, counter: 9, critical: False
Iteration 69/10000, Best C_max: 2482, Current Iteration Best: 3030, counter: 10, critical: False
Iteration 70/10000, Best C_max: 2482, Current Iteration Best: 2872, counter: 1, critical: True
Iteration 71/10000, Best C_max: 2482, Current Iteration Best: 2892, counter: 2, critical: True
Iteration 72/10000, Best C_max: 2482, Current Iteration Best: 2961, counter: 3, critical: True
Iteration 73/10000, Best C_max: 2482, Current Iteration Best: 2944, counter: 4, critical: True
Iteration 74/10000, Best C_max: 2482, Current Iteration Best: 2830, counter: 5, critical: True
Iteration 75/10000, Best C_max: 2482, Current Iteration Best: 2788, counter: 6, critical: True
Iteration 76/10000, Best C_max: 2482, Current Iteration Best: 2834, counter: 7, critical: True
Iteration 77/10000, Best C_max: 2482, Current Iteration Best: 2808, counter: 8, critical: True
Iteration 78/10000, Best C_max: 2482, Current Iteration Best: 2851, counter: 9, critical: True
Iteration 79/10000, Best C_max: 2482, Current Iteration Best: 3036, counter: 10, critical: True
Iteration 80/10000, Best C_max: 2482, Current Iteration Best: 3008, counter: 1, critical: False
Iteration 81/10000, Best C_max: 2482, Current Iteration Best: 3408, counter: 2, critical: False
Iteration 82/10000, Best C_max: 2482, Current Iteration Best: 3282, counter: 3, critical: False
Iteration 83/10000, Best C_max: 2482, Current Iteration Best: 3062, counter: 4, critical: False
Iteration 84/10000, Best C_max: 2482, Current Iteration Best: 2947, counter: 5, critical: False
Iteration 85/10000, Best C_max: 2482, Current Iteration Best: 2629, counter: 6, critical: False
Iteration 86/10000, Best C_max: 2482, Current Iteration Best: 2770, counter: 7, critical: False
Iteration 87/10000, Best C_max: 2482, Current Iteration Best: 2699, counter: 8, critical: False
Iteration 88/10000, Best C_max: 2482, Current Iteration Best: 2789, counter: 9, critical: False
Iteration 89/10000, Best C_max: 2482, Current Iteration Best: 3007, counter: 10, critical: False
Iteration 90/10000, Best C_max: 2482, Current Iteration Best: 2843, counter: 1, critical: True
Iteration 91/10000, Best C_max: 2482, Current Iteration Best: 3006, counter: 2, critical: True
Iteration 92/10000, Best C_max: 2482, Current Iteration Best: 2741, counter: 3, critical: True
Iteration 93/10000, Best C_max: 2482, Current Iteration Best: 3094, counter: 4, critical: True
Iteration 94/10000, Best C_max: 2482, Current Iteration Best: 3079, counter: 5, critical: True
Iteration 95/10000, Best C_max: 2482, Current Iteration Best: 2915, counter: 6, critical: True
Iteration 96/10000, Best C_max: 2482, Current Iteration Best: 2912, counter: 7, critical: True
Iteration 97/10000, Best C_max: 2482, Current Iteration Best: 3092, counter: 8, critical: True
Iteration 98/10000, Best C_max: 2482, Current Iteration Best: 2942, counter: 9, critical: True
Iteration 99/10000, Best C_max: 2482, Current Iteration Best: 2905, counter: 10, critical: True
Iteration 100/10000, Best C_max: 2482, Current Iteration Best: 2967, counter: 1, critical: False
Iteration 101/10000, Best C_max: 2482, Current Iteration Best: 3328, counter: 2, critical: False
Iteration 102/10000, Best C_max: 2482, Current Iteration Best: 3244, counter: 3, critical: False
Iteration 103/10000, Best C_max: 2482, Current Iteration Best: 3090, counter: 4, critical: False
Iteration 104/10000, Best C_max: 2482, Current Iteration Best: 2791, counter: 5, critical: False
Iteration 105/10000, Best C_max: 2482, Current Iteration Best: 2897, counter: 6, critical: False
Iteration 106/10000, Best C_max: 2482, Current Iteration Best: 2820, counter: 7, critical: False
Iteration 107/10000, Best C_max: 2482, Current Iteration Best: 3015, counter: 8, critical: False
Iteration 108/10000, Best C_max: 2482, Current Iteration Best: 2795, counter: 9, critical: False
Iteration 109/10000, Best C_max: 2482, Current Iteration Best: 2728, counter: 10, critical: False
Iteration 110/10000, Best C_max: 2482, Current Iteration Best: 2569, counter: 1, critical: True
Iteration 111/10000, Best C_max: 2482, Current Iteration Best: 3151, counter: 2, critical: True
Iteration 112/10000, Best C_max: 2482, Current Iteration Best: 2637, counter: 3, critical: True
Iteration 113/10000, Best C_max: 2482, Current Iteration Best: 3011, counter: 4, critical: True
Iteration 114/10000, Best C_max: 2482, Current Iteration Best: 2598, counter: 5, critical: True
Iteration 115/10000, Best C_max: 2482, Current Iteration Best: 2937, counter: 6, critical: True
Iteration 116/10000, Best C_max: 2482, Current Iteration Best: 2545, counter: 7, critical: True
Iteration 117/10000, Best C_max: 2482, Current Iteration Best: 2950, counter: 8, critical: True
Iteration 118/10000, Best C_max: 2407, Current Iteration Best: 2407, counter: 1, critical: True
Iteration 119/10000, Best C_max: 2407, Current Iteration Best: 2943, counter: 2, critical: True
Iteration 120/10000, Best C_max: 2407, Current Iteration Best: 2503, counter: 3, critical: True
Iteration 121/10000, Best C_max: 2407, Current Iteration Best: 2858, counter: 4, critical: True
Iteration 122/10000, Best C_max: 2407, Current Iteration Best: 2799, counter: 5, critical: True
Iteration 123/10000, Best C_max: 2407, Current Iteration Best: 3050, counter: 6, critical: True
Iteration 124/10000, Best C_max: 2407, Current Iteration Best: 2555, counter: 7, critical: True
Iteration 125/10000, Best C_max: 2407, Current Iteration Best: 2994, counter: 8, critical: True
Iteration 126/10000, Best C_max: 2407, Current Iteration Best: 2577, counter: 9, critical: True
Iteration 127/10000, Best C_max: 2407, Current Iteration Best: 2948, counter: 10, critical: True
Iteration 128/10000, Best C_max: 2407, Current Iteration Best: 2551, counter: 1, critical: False
Iteration 129/10000, Best C_max: 2407, Current Iteration Best: 3269, counter: 2, critical: False
Iteration 130/10000, Best C_max: 2407, Current Iteration Best: 3397, counter: 3, critical: False
Iteration 131/10000, Best C_max: 2407, Current Iteration Best: 3317, counter: 4, critical: False
Iteration 132/10000, Best C_max: 2407, Current Iteration Best: 3040, counter: 5, critical: False
Iteration 133/10000, Best C_max: 2407, Current Iteration Best: 3251, counter: 6, critical: False
Iteration 134/10000, Best C_max: 2407, Current Iteration Best: 2907, counter: 7, critical: False
Iteration 135/10000, Best C_max: 2407, Current Iteration Best: 3184, counter: 8, critical: False
Iteration 136/10000, Best C_max: 2407, Current Iteration Best: 3337, counter: 9, critical: False
Iteration 137/10000, Best C_max: 2407, Current Iteration Best: 3172, counter: 10, critical: False
Iteration 138/10000, Best C_max: 2407, Current Iteration Best: 2922, counter: 1, critical: True
Iteration 139/10000, Best C_max: 2407, Current Iteration Best: 2947, counter: 2, critical: True
Iteration 140/10000, Best C_max: 2407, Current Iteration Best: 3047, counter: 3, critical: True
Iteration 141/10000, Best C_max: 2407, Current Iteration Best: 3042, counter: 4, critical: True
Iteration 142/10000, Best C_max: 2407, Current Iteration Best: 2869, counter: 5, critical: True
Iteration 143/10000, Best C_max: 2407, Current Iteration Best: 3245, counter: 6, critical: True
Iteration 144/10000, Best C_max: 2407, Current Iteration Best: 2951, counter: 7, critical: True
Iteration 145/10000, Best C_max: 2407, Current Iteration Best: 3100, counter: 8, critical: True
Iteration 146/10000, Best C_max: 2407, Current Iteration Best: 3090, counter: 9, critical: True
Iteration 147/10000, Best C_max: 2407, Current Iteration Best: 2948, counter: 10, critical: True
Iteration 148/10000, Best C_max: 2407, Current Iteration Best: 3085, counter: 1, critical: False
Iteration 149/10000, Best C_max: 2407, Current Iteration Best: 3506, counter: 2, critical: False
Iteration 150/10000, Best C_max: 2407, Current Iteration Best: 3183, counter: 3, critical: False
Iteration 151/10000, Best C_max: 2407, Current Iteration Best: 3232, counter: 4, critical: False
Iteration 152/10000, Best C_max: 2407, Current Iteration Best: 3106, counter: 5, critical: False
Iteration 153/10000, Best C_max: 2407, Current Iteration Best: 2856, counter: 6, critical: False
Iteration 154/10000, Best C_max: 2407, Current Iteration Best: 2717, counter: 7, critical: False
Iteration 155/10000, Best C_max: 2407, Current Iteration Best: 2693, counter: 8, critical: False
Iteration 156/10000, Best C_max: 2407, Current Iteration Best: 3046, counter: 9, critical: False
Iteration 157/10000, Best C_max: 2407, Current Iteration Best: 2757, counter: 10, critical: False
Iteration 158/10000, Best C_max: 2407, Current Iteration Best: 2713, counter: 1, critical: True
Iteration 159/10000, Best C_max: 2407, Current Iteration Best: 2943, counter: 2, critical: True
Iteration 160/10000, Best C_max: 2407, Current Iteration Best: 2733, counter: 3, critical: True
Iteration 161/10000, Best C_max: 2407, Current Iteration Best: 2994, counter: 4, critical: True
Iteration 162/10000, Best C_max: 2407, Current Iteration Best: 2684, counter: 5, critical: True
Iteration 163/10000, Best C_max: 2407, Current Iteration Best: 3088, counter: 6, critical: True
Iteration 164/10000, Best C_max: 2407, Current Iteration Best: 2772, counter: 7, critical: True
Iteration 165/10000, Best C_max: 2407, Current Iteration Best: 3143, counter: 8, critical: True
Iteration 166/10000, Best C_max: 2407, Current Iteration Best: 2856, counter: 9, critical: True
Iteration 167/10000, Best C_max: 2407, Current Iteration Best: 3040, counter: 10, critical: True
Iteration 168/10000, Best C_max: 2407, Current Iteration Best: 2777, counter: 1, critical: False
Iteration 169/10000, Best C_max: 2407, Current Iteration Best: 3326, counter: 2, critical: False
Iteration 170/10000, Best C_max: 2407, Current Iteration Best: 3388, counter: 3, critical: False
Iteration 171/10000, Best C_max: 2407, Current Iteration Best: 3251, counter: 4, critical: False
Iteration 172/10000, Best C_max: 2407, Current Iteration Best: 3209, counter: 5, critical: False
Iteration 173/10000, Best C_max: 2407, Current Iteration Best: 3181, counter: 6, critical: False
Iteration 174/10000, Best C_max: 2407, Current Iteration Best: 2407, counter: 7, critical: False
Iteration 175/10000, Best C_max: 2407, Current Iteration Best: 2746, counter: 8, critical: False
Iteration 176/10000, Best C_max: 2407, Current Iteration Best: 3006, counter: 9, critical: False
Iteration 177/10000, Best C_max: 2407, Current Iteration Best: 2995, counter: 10, critical: False
Iteration 178/10000, Best C_max: 2407, Current Iteration Best: 2688, counter: 1, critical: True
Iteration 179/10000, Best C_max: 2407, Current Iteration Best: 3101, counter: 2, critical: True
Iteration 180/10000, Best C_max: 2407, Current Iteration Best: 2645, counter: 3, critical: True
Iteration 181/10000, Best C_max: 2407, Current Iteration Best: 3037, counter: 4, critical: True
Iteration 182/10000, Best C_max: 2407, Current Iteration Best: 2836, counter: 5, critical: True
Iteration 183/10000, Best C_max: 2407, Current Iteration Best: 3031, counter: 6, critical: True
Iteration 184/10000, Best C_max: 2407, Current Iteration Best: 2729, counter: 7, critical: True
Iteration 185/10000, Best C_max: 2407, Current Iteration Best: 3070, counter: 8, critical: True
Iteration 186/10000, Best C_max: 2407, Current Iteration Best: 2603, counter: 9, critical: True
Iteration 187/10000, Best C_max: 2407, Current Iteration Best: 3077, counter: 10, critical: True
Iteration 188/10000, Best C_max: 2407, Current Iteration Best: 2718, counter: 1, critical: False
Iteration 189/10000, Best C_max: 2407, Current Iteration Best: 3452, counter: 2, critical: False
Iteration 190/10000, Best C_max: 2407, Current Iteration Best: 3311, counter: 3, critical: False
Iteration 191/10000, Best C_max: 2407, Current Iteration Best: 3331, counter: 4, critical: False
Iteration 192/10000, Best C_max: 2407, Current Iteration Best: 3248, counter: 5, critical: False
Iteration 193/10000, Best C_max: 2407, Current Iteration Best: 2729, counter: 6, critical: False
Iteration 194/10000, Best C_max: 2407, Current Iteration Best: 2956, counter: 7, critical: False
Iteration 195/10000, Best C_max: 2407, Current Iteration Best: 2869, counter: 8, critical: False
Iteration 196/10000, Best C_max: 2407, Current Iteration Best: 2983, counter: 9, critical: False
Iteration 197/10000, Best C_max: 2407, Current Iteration Best: 3035, counter: 10, critical: False
Iteration 198/10000, Best C_max: 2407, Current Iteration Best: 2994, counter: 1, critical: True
Iteration 199/10000, Best C_max: 2407, Current Iteration Best: 3135, counter: 2, critical: True
Iteration 200/10000, Best C_max: 2407, Current Iteration Best: 2975, counter: 3, critical: True
Iteration 201/10000, Best C_max: 2407, Current Iteration Best: 3218, counter: 4, critical: True
Iteration 202/10000, Best C_max: 2407, Current Iteration Best: 2916, counter: 5, critical: True
Iteration 203/10000, Best C_max: 2407, Current Iteration Best: 3179, counter: 6, critical: True
Iteration 204/10000, Best C_max: 2407, Current Iteration Best: 2942, counter: 7, critical: True
Iteration 205/10000, Best C_max: 2407, Current Iteration Best: 3094, counter: 8, critical: True
Iteration 206/10000, Best C_max: 2407, Current Iteration Best: 3034, counter: 9, critical: True
Iteration 207/10000, Best C_max: 2407, Current Iteration Best: 3131, counter: 10, critical: True
Iteration 208/10000, Best C_max: 2407, Current Iteration Best: 2982, counter: 1, critical: False
Iteration 209/10000, Best C_max: 2407, Current Iteration Best: 3186, counter: 2, critical: False
Iteration 210/10000, Best C_max: 2407, Current Iteration Best: 3316, counter: 3, critical: False
Iteration 211/10000, Best C_max: 2407, Current Iteration Best: 3345, counter: 4, critical: False
Iteration 212/10000, Best C_max: 2407, Current Iteration Best: 3140, counter: 5, critical: False
Iteration 213/10000, Best C_max: 2407, Current Iteration Best: 3057, counter: 6, critical: False
Iteration 214/10000, Best C_max: 2407, Current Iteration Best: 3074, counter: 7, critical: False
Iteration 215/10000, Best C_max: 2407, Current Iteration Best: 3170, counter: 8, critical: False
Iteration 216/10000, Best C_max: 2407, Current Iteration Best: 2946, counter: 9, critical: False
Iteration 217/10000, Best C_max: 2407, Current Iteration Best: 2832, counter: 10, critical: False
Iteration 218/10000, Best C_max: 2407, Current Iteration Best: 2984, counter: 1, critical: True
Iteration 219/10000, Best C_max: 2407, Current Iteration Best: 3051, counter: 2, critical: True
Iteration 220/10000, Best C_max: 2407, Current Iteration Best: 3106, counter: 3, critical: True
Iteration 221/10000, Best C_max: 2407, Current Iteration Best: 3205, counter: 4, critical: True
Iteration 222/10000, Best C_max: 2407, Current Iteration Best: 3057, counter: 5, critical: True
Iteration 223/10000, Best C_max: 2407, Current Iteration Best: 3088, counter: 6, critical: True
Iteration 224/10000, Best C_max: 2407, Current Iteration Best: 3068, counter: 7, critical: True
Iteration 225/10000, Best C_max: 2407, Current Iteration Best: 3025, counter: 8, critical: True
Iteration 226/10000, Best C_max: 2407, Current Iteration Best: 3032, counter: 9, critical: True
Iteration 227/10000, Best C_max: 2407, Current Iteration Best: 2847, counter: 10, critical: True
Iteration 228/10000, Best C_max: 2407, Current Iteration Best: 3011, counter: 1, critical: False
Iteration 229/10000, Best C_max: 2407, Current Iteration Best: 3485, counter: 2, critical: False
Iteration 230/10000, Best C_max: 2407, Current Iteration Best: 3118, counter: 3, critical: False
Iteration 231/10000, Best C_max: 2407, Current Iteration Best: 3260, counter: 4, critical: False
Iteration 232/10000, Best C_max: 2407, Current Iteration Best: 3353, counter: 5, critical: False
Iteration 233/10000, Best C_max: 2407, Current Iteration Best: 2774, counter: 6, critical: False
Iteration 234/10000, Best C_max: 2407, Current Iteration Best: 3017, counter: 7, critical: False
Iteration 235/10000, Best C_max: 2407, Current Iteration Best: 3080, counter: 8, critical: False
Iteration 236/10000, Best C_max: 2407, Current Iteration Best: 2813, counter: 9, critical: False
Iteration 237/10000, Best C_max: 2407, Current Iteration Best: 2867, counter: 10, critical: False
Iteration 238/10000, Best C_max: 2407, Current Iteration Best: 3024, counter: 1, critical: True
Iteration 239/10000, Best C_max: 2407, Current Iteration Best: 2912, counter: 2, critical: True
Iteration 240/10000, Best C_max: 2407, Current Iteration Best: 2907, counter: 3, critical: True
Iteration 241/10000, Best C_max: 2407, Current Iteration Best: 3052, counter: 4, critical: True
Iteration 242/10000, Best C_max: 2407, Current Iteration Best: 3141, counter: 5, critical: True
Iteration 243/10000, Best C_max: 2407, Current Iteration Best: 2861, counter: 6, critical: True
Iteration 244/10000, Best C_max: 2407, Current Iteration Best: 2917, counter: 7, critical: True
Iteration 245/10000, Best C_max: 2407, Current Iteration Best: 3017, counter: 8, critical: True
Iteration 246/10000, Best C_max: 2407, Current Iteration Best: 3016, counter: 9, critical: True
Iteration 247/10000, Best C_max: 2407, Current Iteration Best: 3073, counter: 10, critical: True
Iteration 248/10000, Best C_max: 2407, Current Iteration Best: 2893, counter: 1, critical: False
Iteration 249/10000, Best C_max: 2407, Current Iteration Best: 3375, counter: 2, critical: False
Iteration 250/10000, Best C_max: 2407, Current Iteration Best: 3122, counter: 3, critical: False
Iteration 251/10000, Best C_max: 2407, Current Iteration Best: 3285, counter: 4, critical: False
Iteration 252/10000, Best C_max: 2407, Current Iteration Best: 3116, counter: 5, critical: False
Iteration 253/10000, Best C_max: 2407, Current Iteration Best: 2822, counter: 6, critical: False
Iteration 254/10000, Best C_max: 2407, Current Iteration Best: 2872, counter: 7, critical: False
Iteration 255/10000, Best C_max: 2407, Current Iteration Best: 3184, counter: 8, critical: False
